Interaction_ID,Customer_ID,Date_Time,Query_Type,Response_Type,Outcome
INT010632,CUST000255,2025-09-28 22:54:25,energy_saving_tips,automated,resolved
INT010633,CUST000255,2025-11-10 04:43:57,energy_saving_tips,human,resolved
INT010634,CUST000256,2025-09-16 12:23:31,energy_saving_tips,automated,resolved
INT010635,CUST000256,2025-12-27 03:30:47,energy_saving_tips,human,resolved
INT010636,CUST000257,2025-07-11 17:46:55,usage_question,automated,resolved
INT010637,CUST000257,2025-11-16 05:02:19,technical_support,automated,escalated
INT010638,CUST000257,2025-10-22 12:42:11,energy_saving_tips,automated,resolved
INT010639,CUST000258,2025-11-28 07:19:11,billing_explanation,automated,resolved
INT010640,CUST000258,2025-11-10 00:21:05,billing_explanation,human,resolved
INT010641,CUST000258,2025-12-15 13:35:16,energy_saving_tips,automated,resolved
INT010642,CUST000258,2025-07-27 08:37:00,energy_saving_tips,automated,resolved
INT010643,CUST000259,2025-09-09 22:57:55,energy_saving_tips,automated,resolved
INT010644,CUST000260,2025-07-28 01:04:35,energy_saving_tips,automated,resolved
INT010645,CUST000261,2025-12-28 12:57:18,billing_explanation,human,resolved
INT010646,CUST000261,2025-10-19 05:34:57,usage_question,automated,resolved
INT010647,CUST000261,2025-11-04 03:28:50,billing_explanation,automated,resolved
INT010648,CUST000263,2025-08-21 05:16:57,billing_explanation,automated,resolved
INT010649,CUST000263,2025-09-05 11:29:49,technical_support,automated,resolved
INT010650,CUST000263,2025-07-29 20:14:38,payment_issue,human,resolved
INT010651,CUST000263,2025-11-05 06:29:32,usage_question,automated,resolved
INT010652,CUST000265,2025-07-23 22:45:11,usage_question,automated,resolved
INT010653,CUST000268,2025-12-06 19:22:34,billing_explanation,human,resolved
INT010654,CUST000268,2025-07-22 19:03:05,billing_explanation,automated,resolved
INT010655,CUST000269,2025-10-17 01:01:03,billing_explanation,automated,resolved
INT010656,CUST000269,2025-09-26 08:55:45,billing_explanation,automated,resolved
INT010657,CUST000269,2025-09-21 22:09:44,account_balance,automated,resolved
INT010658,CUST000270,2025-09-18 06:24:38,energy_saving_tips,automated,resolved
INT010659,CUST000270,2025-07-15 04:17:56,billing_explanation,automated,resolved
INT010660,CUST000270,2025-08-21 03:33:23,billing_explanation,automated,resolved
INT010661,CUST000270,2025-10-18 06:11:09,energy_saving_tips,automated,resolved
INT010662,CUST000272,2025-11-29 11:12:06,billing_explanation,automated,resolved
INT010663,CUST000273,2025-08-03 22:24:21,billing_explanation,automated,resolved
INT010664,CUST000273,2025-10-13 15:55:43,technical_support,human,resolved
INT010665,CUST000273,2025-11-15 01:01:59,usage_question,automated,resolved
INT010666,CUST000274,2025-09-08 23:43:40,billing_explanation,automated,resolved
INT010667,CUST000274,2025-11-03 03:37:43,billing_explanation,automated,resolved
INT010668,CUST000275,2025-09-29 03:51:12,payment_issue,automated,unresolved
INT010669,CUST000275,2025-08-20 06:36:04,energy_saving_tips,automated,resolved
INT010670,CUST000277,2025-07-19 05:22:45,energy_saving_tips,automated,escalated
INT010671,CUST000278,2025-10-22 17:41:34,energy_saving_tips,automated,resolved
INT010672,CUST000278,2025-11-28 23:01:30,account_balance,human,resolved
INT010673,CUST000279,2025-07-18 17:56:31,billing_explanation,automated,resolved
INT010674,CUST000279,2025-11-01 16:57:46,energy_saving_tips,automated,resolved
INT010675,CUST000279,2025-11-21 04:56:51,technical_support,automated,resolved
INT010676,CUST000280,2025-12-21 17:16:12,energy_saving_tips,automated,resolved
INT010677,CUST000281,2025-09-29 14:13:41,usage_question,automated,resolved
INT010678,CUST000282,2025-11-18 00:54:59,energy_saving_tips,automated,resolved
INT010679,CUST000282,2025-12-08 00:17:57,payment_issue,automated,resolved
INT010680,CUST000282,2025-11-25 00:51:58,energy_saving_tips,automated,resolved
INT010681,CUST000282,2025-09-02 11:26:20,usage_question,automated,escalated
INT010682,CUST000282,2025-11-20 00:43:54,energy_saving_tips,human,resolved
INT010683,CUST000282,2025-07-12 06:22:50,billing_explanation,automated,resolved
INT010684,CUST000285,2025-07-24 12:12:56,account_balance,human,resolved
INT010685,CUST000285,2025-10-28 14:30:56,energy_saving_tips,automated,resolved
INT010686,CUST000286,2025-09-23 15:01:50,account_balance,automated,resolved
INT010687,CUST000286,2025-12-21 05:05:56,energy_saving_tips,human,resolved
INT010688,CUST000286,2025-11-23 11:52:19,billing_explanation,automated,resolved
INT010689,CUST000286,2025-07-13 17:00:14,usage_question,automated,resolved
INT010690,CUST000287,2025-12-27 01:38:58,energy_saving_tips,automated,resolved
INT010691,CUST000287,2025-07-27 07:10:31,account_balance,human,resolved
INT010692,CUST000287,2025-11-18 10:51:57,billing_explanation,automated,resolved
INT010693,CUST000287,2025-10-05 17:15:08,energy_saving_tips,automated,resolved
INT010694,CUST000287,2025-07-17 09:32:00,energy_saving_tips,automated,resolved
INT010695,CUST000288,2025-12-18 08:29:34,energy_saving_tips,automated,resolved
INT010696,CUST000289,2025-08-19 05:33:47,account_balance,automated,resolved
INT010697,CUST000289,2025-09-03 18:03:34,billing_explanation,automated,resolved
INT010698,CUST000289,2025-09-24 11:37:09,energy_saving_tips,automated,resolved
INT010699,CUST000289,2025-07-14 00:55:59,billing_explanation,automated,resolved
INT010700,CUST000290,2025-10-29 09:28:48,energy_saving_tips,human,resolved
INT010701,CUST000290,2025-07-16 20:40:24,energy_saving_tips,human,resolved
INT010702,CUST000290,2025-08-13 09:06:51,technical_support,automated,resolved
INT010703,CUST000290,2025-08-15 06:44:50,energy_saving_tips,automated,resolved
INT010704,CUST000291,2025-12-05 08:53:51,energy_saving_tips,automated,escalated
INT010705,CUST000291,2025-12-20 10:31:18,billing_explanation,human,resolved
INT010706,CUST000292,2025-10-27 05:31:17,usage_question,automated,unresolved
INT010707,CUST000292,2025-07-24 16:42:30,usage_question,automated,escalated
INT010708,CUST000293,2025-08-05 00:29:00,energy_saving_tips,automated,resolved
INT010709,CUST000293,2025-08-31 18:10:58,billing_explanation,automated,escalated
INT010710,CUST000293,2025-12-28 13:46:27,usage_question,automated,escalated
INT010711,CUST000293,2025-11-11 07:21:30,payment_issue,automated,resolved
INT010712,CUST000294,2025-08-03 18:59:38,account_balance,automated,resolved
INT010713,CUST000294,2025-09-02 19:10:13,account_balance,human,resolved
INT010714,CUST000294,2025-11-30 23:46:40,usage_question,automated,resolved
INT010715,CUST000294,2025-11-05 12:13:48,energy_saving_tips,automated,resolved
INT010716,CUST000295,2025-07-25 19:28:47,energy_saving_tips,automated,resolved
INT010717,CUST000295,2025-08-07 19:26:32,usage_question,automated,resolved
INT010718,CUST000295,2025-10-10 04:37:12,energy_saving_tips,automated,resolved
INT010719,CUST000295,2025-12-05 14:57:02,energy_saving_tips,human,resolved
INT010720,CUST000295,2025-09-20 20:50:51,technical_support,automated,resolved
INT010721,CUST000296,2025-11-06 01:43:34,billing_explanation,human,resolved
INT010722,CUST000297,2025-10-17 04:19:26,billing_explanation,automated,resolved
INT010723,CUST000297,2025-10-14 17:33:09,usage_question,human,resolved
INT010724,CUST000297,2025-09-01 00:07:27,billing_explanation,automated,escalated
INT010725,CUST000297,2025-11-01 23:10:11,energy_saving_tips,automated,resolved
INT010726,CUST000297,2025-12-09 01:16:44,account_balance,automated,escalated
INT010727,CUST000298,2025-12-19 20:04:53,account_balance,human,resolved
INT010728,CUST000298,2025-09-06 14:03:55,payment_issue,automated,resolved
INT010729,CUST000298,2025-07-27 22:33:08,billing_explanation,human,resolved
INT010730,CUST000298,2025-08-10 00:46:27,billing_explanation,automated,resolved
INT010731,CUST000298,2025-10-10 04:30:39,energy_saving_tips,automated,resolved
INT010732,CUST000299,2025-07-29 07:37:59,usage_question,automated,resolved
INT010733,CUST000299,2025-12-30 23:47:41,energy_saving_tips,automated,resolved
INT010734,CUST000300,2025-10-18 21:10:26,energy_saving_tips,automated,resolved
INT010735,CUST000301,2025-12-29 23:33:44,energy_saving_tips,automated,escalated
INT010736,CUST000302,2025-12-08 08:18:14,energy_saving_tips,human,resolved
INT010737,CUST000302,2025-10-23 21:16:12,billing_explanation,automated,resolved
INT010738,CUST000303,2025-09-21 08:50:19,energy_saving_tips,human,resolved
INT010739,CUST000303,2025-07-20 18:15:50,account_balance,automated,escalated
INT010740,CUST000304,2025-08-06 11:49:29,energy_saving_tips,automated,resolved
INT010741,CUST000304,2025-07-23 11:41:52,energy_saving_tips,automated,resolved
INT010742,CUST000305,2025-07-14 23:19:48,usage_question,automated,resolved
INT010743,CUST000305,2025-07-19 12:49:30,energy_saving_tips,automated,escalated
INT010744,CUST000305,2025-10-19 14:32:49,energy_saving_tips,automated,resolved
INT010745,CUST000305,2025-07-20 11:47:13,energy_saving_tips,automated,resolved
INT010746,CUST000306,2025-07-14 23:37:26,payment_issue,automated,resolved
INT010747,CUST000306,2025-12-04 08:46:18,energy_saving_tips,automated,resolved
INT010748,CUST000306,2025-09-01 04:05:31,energy_saving_tips,automated,resolved
INT010749,CUST000308,2025-10-14 13:14:52,energy_saving_tips,automated,resolved
INT010750,CUST000308,2025-10-14 19:44:05,billing_explanation,automated,resolved
INT010751,CUST000308,2025-12-08 00:46:39,technical_support,automated,resolved
INT010752,CUST000309,2025-12-04 23:25:03,account_balance,human,resolved
INT010753,CUST000310,2025-09-13 06:00:56,technical_support,automated,resolved
INT010754,CUST000310,2025-11-16 07:35:11,account_balance,automated,escalated
INT010755,CUST000310,2025-08-21 20:32:09,billing_explanation,automated,resolved
INT010756,CUST000310,2025-11-16 18:00:22,energy_saving_tips,automated,resolved
INT010757,CUST000310,2025-10-18 15:24:51,usage_question,automated,resolved
INT010758,CUST000310,2025-12-23 03:35:17,energy_saving_tips,automated,unresolved
INT010759,CUST000311,2025-09-23 06:23:20,energy_saving_tips,automated,resolved
INT010760,CUST000311,2025-09-04 05:15:41,payment_issue,automated,resolved
INT010761,CUST000311,2025-12-25 18:29:33,billing_explanation,automated,resolved
INT010762,CUST000311,2025-12-14 18:30:38,energy_saving_tips,automated,resolved
INT010763,CUST000312,2025-12-25 04:09:44,account_balance,automated,resolved
INT010764,CUST000312,2025-12-18 23:57:07,energy_saving_tips,automated,escalated
INT010765,CUST000312,2025-11-07 13:05:44,technical_support,human,resolved
INT010766,CUST000312,2025-12-28 03:23:51,energy_saving_tips,automated,escalated
INT010767,CUST000312,2025-07-29 16:38:39,billing_explanation,automated,resolved
INT010768,CUST000313,2025-07-23 00:15:48,billing_explanation,human,resolved
INT010769,CUST000313,2025-09-07 15:07:27,billing_explanation,automated,unresolved
INT010770,CUST000314,2025-11-26 13:51:59,billing_explanation,human,resolved
INT010771,CUST000314,2025-10-24 11:40:05,usage_question,human,resolved
INT010772,CUST000314,2025-08-06 05:44:42,payment_issue,automated,resolved
INT010773,CUST000315,2025-07-15 23:29:02,energy_saving_tips,human,resolved
INT010774,CUST000315,2025-07-12 06:02:07,billing_explanation,automated,resolved
INT010775,CUST000316,2025-10-24 15:29:23,technical_support,automated,escalated
INT010776,CUST000316,2025-10-03 23:51:26,energy_saving_tips,automated,resolved
INT010777,CUST000316,2025-11-13 21:55:17,energy_saving_tips,human,resolved
INT010778,CUST000316,2025-08-07 05:37:58,billing_explanation,human,resolved
INT010779,CUST000317,2025-09-28 00:06:46,payment_issue,automated,resolved
INT010780,CUST000317,2025-08-25 06:17:25,billing_explanation,human,resolved
INT010781,CUST000317,2025-11-28 11:38:36,payment_issue,automated,resolved
INT010782,CUST000317,2025-09-15 03:58:06,usage_question,automated,resolved
INT010783,CUST000317,2025-08-18 19:18:42,energy_saving_tips,automated,resolved
INT010784,CUST000318,2025-10-23 05:29:30,energy_saving_tips,human,resolved
INT010785,CUST000318,2025-09-07 10:09:49,usage_question,automated,resolved
INT010786,CUST000318,2025-08-05 13:26:57,energy_saving_tips,automated,resolved
INT010787,CUST000318,2025-11-15 17:49:53,billing_explanation,automated,escalated
INT010788,CUST000318,2025-08-27 16:24:59,usage_question,automated,resolved
INT010789,CUST000318,2025-07-27 19:38:37,energy_saving_tips,human,resolved
INT010790,CUST000318,2025-07-30 20:42:16,energy_saving_tips,automated,resolved
INT010791,CUST000320,2025-12-30 09:15:49,energy_saving_tips,automated,unresolved
INT010792,CUST000320,2025-11-13 12:13:09,energy_saving_tips,automated,resolved
INT010793,CUST000320,2025-12-09 06:20:04,energy_saving_tips,automated,unresolved
INT010794,CUST000320,2025-08-10 09:09:22,usage_question,automated,resolved
INT010795,CUST000320,2025-09-03 19:28:47,energy_saving_tips,automated,resolved
INT010796,CUST000320,2025-07-13 03:59:21,billing_explanation,human,resolved
INT010797,CUST000321,2025-11-05 03:38:11,energy_saving_tips,automated,resolved
INT010798,CUST000321,2025-10-11 21:30:14,billing_explanation,automated,resolved
INT010799,CUST000322,2025-07-15 01:22:41,technical_support,automated,resolved
INT010800,CUST000322,2025-10-31 09:12:56,account_balance,human,resolved
INT010801,CUST000322,2025-11-20 02:44:09,billing_explanation,automated,resolved
INT010802,CUST000322,2025-12-19 00:08:15,energy_saving_tips,automated,unresolved
INT010803,CUST000322,2025-07-22 08:26:53,energy_saving_tips,automated,escalated
INT010804,CUST000322,2025-11-10 16:12:54,usage_question,automated,resolved
INT010805,CUST000322,2026-01-01 00:33:06,usage_question,automated,escalated
INT010806,CUST000323,2025-11-26 14:40:06,usage_question,automated,resolved
INT010807,CUST000323,2025-12-22 19:30:31,account_balance,human,resolved
INT010808,CUST000323,2025-08-11 21:46:18,energy_saving_tips,automated,unresolved
INT010809,CUST000324,2025-08-09 00:37:48,energy_saving_tips,automated,escalated
INT010810,CUST000324,2025-11-22 19:18:19,technical_support,human,resolved
INT010811,CUST000325,2025-07-29 17:38:33,account_balance,automated,resolved
INT010812,CUST000325,2025-08-09 00:50:41,payment_issue,automated,resolved
INT010813,CUST000325,2025-09-19 09:06:32,usage_question,human,resolved
INT010814,CUST000325,2025-08-01 14:57:41,energy_saving_tips,automated,resolved
INT010815,CUST000325,2025-12-24 18:39:13,usage_question,automated,unresolved
INT010816,CUST000325,2025-07-28 20:02:42,account_balance,automated,resolved
INT010817,CUST000326,2025-10-09 18:38:59,usage_question,automated,resolved
INT010818,CUST000326,2026-01-03 06:57:01,energy_saving_tips,automated,resolved
INT010819,CUST000326,2025-11-12 07:56:28,energy_saving_tips,automated,resolved
INT010820,CUST000326,2025-11-03 19:55:02,energy_saving_tips,human,escalated
INT010821,CUST000327,2025-11-30 16:33:16,usage_question,automated,resolved
INT010822,CUST000327,2025-11-12 02:07:56,usage_question,automated,resolved
INT010823,CUST000328,2025-07-18 05:29:42,energy_saving_tips,automated,resolved
INT010824,CUST000329,2025-11-01 20:13:33,usage_question,automated,resolved
INT010825,CUST000329,2025-10-30 17:41:50,energy_saving_tips,automated,resolved
INT010826,CUST000331,2025-12-28 11:53:10,usage_question,automated,resolved
INT010827,CUST000332,2025-11-10 07:28:54,energy_saving_tips,automated,resolved
INT010828,CUST000332,2025-11-06 11:13:01,billing_explanation,automated,resolved
INT010829,CUST000333,2025-07-10 10:27:15,energy_saving_tips,automated,resolved
INT010830,CUST000333,2025-10-27 19:13:28,billing_explanation,automated,resolved
INT010831,CUST000333,2025-11-29 21:18:31,usage_question,automated,resolved
INT010832,CUST000334,2025-10-22 03:02:30,technical_support,automated,resolved
INT010833,CUST000334,2025-08-23 21:03:19,energy_saving_tips,automated,resolved
INT010834,CUST000335,2025-09-23 18:16:28,energy_saving_tips,automated,resolved
INT010835,CUST000335,2025-10-31 05:54:13,usage_question,automated,escalated
INT010836,CUST000336,2025-11-17 19:21:57,energy_saving_tips,human,resolved
INT010837,CUST000336,2025-10-01 08:33:41,energy_saving_tips,human,resolved
INT010838,CUST000337,2025-08-04 22:17:48,energy_saving_tips,human,resolved
INT010839,CUST000337,2025-09-12 21:53:32,billing_explanation,human,resolved
INT010840,CUST000340,2025-09-24 22:37:24,energy_saving_tips,automated,resolved
INT010841,CUST000340,2025-10-02 06:10:53,technical_support,automated,resolved
INT010842,CUST000340,2025-08-27 04:00:19,usage_question,automated,resolved
INT010843,CUST000340,2025-09-22 08:00:55,billing_explanation,automated,escalated
INT010844,CUST000341,2025-09-29 20:27:12,energy_saving_tips,automated,resolved
INT010845,CUST000341,2025-12-14 05:58:48,energy_saving_tips,automated,resolved
INT010846,CUST000342,2025-08-11 09:32:37,usage_question,automated,resolved
INT010847,CUST000342,2025-08-13 07:47:17,billing_explanation,human,resolved
INT010848,CUST000342,2025-09-29 17:13:40,billing_explanation,automated,escalated
INT010849,CUST000342,2025-09-15 01:18:16,billing_explanation,automated,resolved
INT010850,CUST000343,2025-10-16 17:36:17,energy_saving_tips,automated,resolved
INT010851,CUST000343,2025-11-01 02:57:46,billing_explanation,automated,resolved
INT010852,CUST000343,2025-10-21 12:04:40,usage_question,human,resolved
INT010853,CUST000343,2025-07-30 05:41:33,energy_saving_tips,automated,resolved
INT010854,CUST000344,2025-11-26 10:19:36,account_balance,automated,escalated
INT010855,CUST000344,2025-12-28 14:13:51,energy_saving_tips,human,resolved
INT010856,CUST000344,2025-11-07 05:29:30,billing_explanation,automated,escalated
INT010857,CUST000345,2025-09-02 02:26:26,energy_saving_tips,automated,escalated
INT010858,CUST000345,2025-09-08 18:25:49,billing_explanation,human,resolved
INT010859,CUST000345,2025-08-20 19:19:20,account_balance,automated,resolved
INT010860,CUST000345,2025-12-14 10:12:08,technical_support,automated,resolved
INT010861,CUST000346,2025-11-22 17:17:49,billing_explanation,automated,resolved
INT010862,CUST000346,2025-11-27 09:08:22,energy_saving_tips,automated,escalated
INT010863,CUST000347,2025-08-12 19:16:39,billing_explanation,human,resolved
INT010864,CUST000348,2025-07-30 00:05:48,usage_question,automated,resolved
INT010865,CUST000348,2025-10-12 18:49:08,energy_saving_tips,human,resolved
INT010866,CUST000348,2025-11-15 20:44:43,billing_explanation,automated,resolved
INT010867,CUST000349,2025-11-21 05:27:27,billing_explanation,automated,resolved
INT010868,CUST000349,2025-10-04 23:13:32,energy_saving_tips,automated,unresolved
INT010869,CUST000349,2025-11-03 16:39:38,energy_saving_tips,automated,resolved
INT010870,CUST000351,2025-11-16 04:01:49,billing_explanation,automated,resolved
INT010871,CUST000351,2025-10-29 12:27:10,energy_saving_tips,automated,resolved
INT010872,CUST000351,2025-08-24 10:14:06,energy_saving_tips,automated,resolved
INT010873,CUST000351,2025-10-04 02:23:25,energy_saving_tips,automated,resolved
INT010874,CUST000351,2025-11-17 15:51:30,billing_explanation,automated,unresolved
INT010875,CUST000352,2025-12-07 01:56:47,billing_explanation,automated,escalated
INT010876,CUST000352,2025-08-11 18:21:35,energy_saving_tips,automated,escalated
INT010877,CUST000352,2025-11-25 05:58:59,energy_saving_tips,automated,resolved
INT010878,CUST000352,2025-07-10 07:35:17,energy_saving_tips,automated,resolved
INT010879,CUST000353,2025-09-06 11:04:00,energy_saving_tips,automated,resolved
INT010880,CUST000353,2025-07-12 10:33:53,energy_saving_tips,automated,resolved
INT010881,CUST000353,2025-08-05 10:10:49,billing_explanation,automated,resolved
INT010882,CUST000354,2025-11-13 08:35:15,billing_explanation,automated,resolved
INT010883,CUST000354,2025-08-13 21:00:37,billing_explanation,automated,resolved
INT010884,CUST000356,2025-12-28 15:30:35,billing_explanation,automated,resolved
INT010885,CUST000356,2025-11-16 07:53:06,usage_question,human,resolved
INT010886,CUST000356,2025-12-31 23:26:14,energy_saving_tips,automated,resolved
INT010887,CUST000356,2025-09-21 18:04:52,energy_saving_tips,automated,resolved
INT010888,CUST000357,2025-11-27 16:37:56,billing_explanation,automated,resolved
INT010889,CUST000357,2025-12-20 22:16:56,energy_saving_tips,automated,resolved
INT010890,CUST000357,2025-08-24 22:32:05,energy_saving_tips,human,resolved
INT010891,CUST000357,2025-09-21 17:21:05,energy_saving_tips,automated,resolved
INT010892,CUST000359,2025-09-30 16:13:08,energy_saving_tips,automated,resolved
INT010893,CUST000359,2025-09-01 16:55:10,energy_saving_tips,automated,resolved
INT010894,CUST000360,2025-10-29 11:23:54,energy_saving_tips,automated,resolved
INT010895,CUST000360,2025-10-16 14:57:27,payment_issue,automated,resolved
INT010896,CUST000361,2025-08-08 21:02:57,billing_explanation,automated,resolved
INT010897,CUST000361,2025-08-08 09:59:59,billing_explanation,automated,resolved
INT010898,CUST000361,2025-09-30 16:30:24,account_balance,automated,resolved
INT010899,CUST000361,2025-11-12 11:29:56,energy_saving_tips,automated,resolved
INT010900,CUST000361,2025-09-30 11:54:35,billing_explanation,automated,resolved
INT010901,CUST000361,2025-09-13 02:43:57,usage_question,automated,resolved
INT010902,CUST000362,2025-11-20 14:19:57,technical_support,human,resolved
INT010903,CUST000362,2025-08-30 13:24:30,account_balance,human,resolved
INT010904,CUST000362,2025-10-09 00:09:32,account_balance,automated,resolved
INT010905,CUST000362,2025-12-09 11:07:05,billing_explanation,automated,resolved
INT010906,CUST000363,2025-12-14 03:42:09,energy_saving_tips,automated,resolved
INT010907,CUST000363,2025-10-26 19:16:12,billing_explanation,automated,resolved
INT010908,CUST000363,2025-08-05 18:02:51,energy_saving_tips,automated,resolved
INT010909,CUST000363,2025-11-05 21:29:11,energy_saving_tips,automated,resolved
INT010910,CUST000363,2025-12-26 04:45:20,energy_saving_tips,automated,resolved
INT010911,CUST000363,2025-10-10 05:10:16,energy_saving_tips,automated,escalated
INT010912,CUST000364,2025-10-22 17:00:19,billing_explanation,automated,resolved
INT010913,CUST000364,2025-11-26 15:22:33,energy_saving_tips,human,resolved
INT010914,CUST000364,2025-07-16 16:58:03,energy_saving_tips,automated,escalated
INT010915,CUST000364,2025-12-25 14:59:13,energy_saving_tips,human,resolved
INT010916,CUST000364,2025-07-29 13:51:33,energy_saving_tips,automated,resolved
INT010917,CUST000365,2025-09-19 18:04:35,energy_saving_tips,automated,resolved
INT010918,CUST000365,2025-09-22 12:12:19,energy_saving_tips,automated,resolved
INT010919,CUST000366,2025-11-21 15:38:38,usage_question,human,resolved
INT010920,CUST000366,2025-07-31 01:55:33,billing_explanation,automated,escalated
INT010921,CUST000367,2025-08-03 12:43:27,energy_saving_tips,automated,resolved
INT010922,CUST000367,2025-09-20 00:12:12,energy_saving_tips,automated,resolved
INT010923,CUST000367,2025-12-27 18:18:52,account_balance,automated,unresolved
INT010924,CUST000367,2025-10-13 14:42:26,energy_saving_tips,automated,resolved
INT010925,CUST000367,2025-11-19 01:58:40,usage_question,automated,resolved
INT010926,CUST000367,2025-10-13 09:59:54,account_balance,automated,escalated
INT010927,CUST000369,2025-08-30 17:34:37,energy_saving_tips,automated,resolved
INT010928,CUST000369,2025-09-30 22:18:55,energy_saving_tips,automated,escalated
INT010929,CUST000370,2025-11-04 06:14:47,energy_saving_tips,human,resolved
INT010930,CUST000370,2025-09-27 04:55:24,energy_saving_tips,automated,resolved
INT010931,CUST000370,2025-09-02 05:42:36,energy_saving_tips,automated,resolved
INT010932,CUST000371,2025-12-13 03:22:11,energy_saving_tips,automated,resolved
INT010933,CUST000371,2025-09-29 05:39:21,billing_explanation,automated,resolved
INT010934,CUST000371,2025-12-08 03:40:56,technical_support,automated,resolved
INT010935,CUST000371,2025-11-26 06:13:09,billing_explanation,automated,resolved
INT010936,CUST000372,2025-08-15 06:30:14,energy_saving_tips,automated,resolved
INT010937,CUST000372,2025-07-19 13:41:57,account_balance,automated,resolved
INT010938,CUST000372,2025-12-17 17:42:37,energy_saving_tips,automated,resolved
INT010939,CUST000372,2025-12-23 08:17:44,payment_issue,automated,resolved
INT010940,CUST000372,2025-10-29 15:12:44,usage_question,human,resolved
INT010941,CUST000372,2025-10-18 03:05:47,usage_question,automated,resolved
INT010942,CUST000373,2025-10-05 22:44:06,energy_saving_tips,automated,resolved
INT010943,CUST000373,2025-09-21 15:36:37,energy_saving_tips,automated,resolved
INT010944,CUST000373,2025-10-24 13:56:57,billing_explanation,automated,resolved
INT010945,CUST000373,2025-10-30 09:03:58,account_balance,automated,resolved
INT010946,CUST000374,2025-10-16 17:17:52,account_balance,automated,resolved
INT010947,CUST000374,2025-10-22 18:14:44,payment_issue,automated,resolved
INT010948,CUST000374,2025-10-09 13:49:29,billing_explanation,human,resolved
INT010949,CUST000374,2026-01-02 03:54:56,technical_support,automated,escalated
INT010950,CUST000374,2025-07-27 13:50:06,billing_explanation,automated,unresolved
INT010951,CUST000375,2025-12-18 15:21:23,billing_explanation,automated,resolved
INT010952,CUST000375,2025-10-21 23:41:19,billing_explanation,automated,resolved
INT010953,CUST000375,2025-12-25 15:36:35,technical_support,automated,resolved
INT010954,CUST000375,2025-07-31 01:29:01,energy_saving_tips,automated,resolved
INT010955,CUST000378,2025-10-22 18:48:09,account_balance,human,resolved
INT010956,CUST000378,2025-08-09 14:12:21,energy_saving_tips,automated,resolved
INT010957,CUST000378,2025-08-15 07:16:00,usage_question,human,resolved
INT010958,CUST000378,2025-12-18 10:04:43,billing_explanation,automated,resolved
INT010959,CUST000379,2025-10-20 16:00:22,energy_saving_tips,automated,resolved
INT010960,CUST000379,2025-09-05 02:52:57,energy_saving_tips,automated,resolved
INT010961,CUST000379,2025-08-11 07:24:12,usage_question,automated,resolved
INT010962,CUST000379,2025-09-19 01:55:10,energy_saving_tips,automated,escalated
INT010963,CUST000379,2025-09-15 14:44:50,energy_saving_tips,human,resolved
INT010964,CUST000380,2025-07-25 08:36:16,energy_saving_tips,automated,resolved
INT010965,CUST000380,2025-09-11 11:31:48,energy_saving_tips,automated,resolved
INT010966,CUST000380,2025-11-22 05:46:50,energy_saving_tips,human,resolved
INT010967,CUST000381,2025-12-26 13:00:04,billing_explanation,human,escalated
INT010968,CUST000381,2025-09-23 00:12:45,billing_explanation,automated,resolved
INT010969,CUST000382,2025-07-23 04:28:58,billing_explanation,automated,resolved
INT010970,CUST000382,2025-09-24 22:23:32,energy_saving_tips,automated,resolved
INT010971,CUST000382,2025-12-04 03:09:57,energy_saving_tips,automated,resolved
INT010972,CUST000382,2025-12-26 15:06:21,energy_saving_tips,automated,resolved
INT010973,CUST000383,2025-10-21 11:26:24,billing_explanation,human,resolved
INT010974,CUST000383,2025-11-28 06:07:06,usage_question,automated,resolved
INT010975,CUST000383,2025-12-10 01:38:04,energy_saving_tips,automated,resolved
INT010976,CUST000384,2025-09-25 20:01:14,energy_saving_tips,automated,resolved
INT010977,CUST000384,2025-10-31 02:48:21,billing_explanation,human,resolved
INT010978,CUST000384,2025-08-28 12:32:14,billing_explanation,automated,unresolved
INT010979,CUST000384,2026-01-02 06:50:50,usage_question,automated,escalated
INT010980,CUST000385,2025-12-04 12:18:38,account_balance,automated,resolved
INT010981,CUST000386,2025-12-02 21:12:25,billing_explanation,automated,resolved
INT010982,CUST000386,2026-01-03 16:29:04,account_balance,automated,resolved
INT010983,CUST000386,2025-08-20 12:33:49,account_balance,automated,resolved
INT010984,CUST000387,2025-08-18 09:20:22,billing_explanation,automated,resolved
INT010985,CUST000387,2025-11-07 10:46:50,account_balance,automated,unresolved
INT010986,CUST000387,2025-10-04 10:01:41,energy_saving_tips,human,resolved
INT010987,CUST000388,2025-12-17 01:32:26,energy_saving_tips,human,resolved
INT010988,CUST000389,2025-09-03 17:52:04,energy_saving_tips,automated,resolved
INT010989,CUST000389,2025-12-23 08:38:35,energy_saving_tips,automated,resolved
INT010990,CUST000390,2025-07-23 06:18:52,account_balance,automated,resolved
INT010991,CUST000390,2025-11-03 19:48:47,energy_saving_tips,human,resolved
INT010992,CUST000390,2025-10-29 15:00:45,energy_saving_tips,automated,resolved
INT010993,CUST000391,2025-11-25 21:33:08,energy_saving_tips,automated,unresolved
INT010994,CUST000392,2025-07-29 01:37:52,energy_saving_tips,automated,resolved
INT010995,CUST000392,2025-07-31 00:33:53,account_balance,human,resolved
INT010996,CUST000392,2025-07-28 10:14:08,usage_question,automated,resolved
INT010997,CUST000392,2025-09-09 07:51:22,energy_saving_tips,human,resolved
