Ticket_ID,Customer_ID,Issue_Type,Ticket_Status,Date_Opened,Date_Closed,Resolution_Method
TKT002816,CUST001671,billing_discrepancy,open,2025-10-01,,
TKT002817,CUST001672,account_management,closed,2025-11-21,2025-12-01,chatbot_automated
TKT002818,CUST001675,service_interruption,in_progress,2025-05-08,,
TKT002819,CUST001675,billing_discrepancy,closed,2025-09-27,2025-10-06,human_agent
TKT002820,CUST001675,service_interruption,closed,2025-10-28,2025-11-02,chatbot_automated
TKT002821,CUST001676,billing_discrepancy,closed,2025-09-02,2025-09-04,human_agent
TKT002822,CUST001677,energy_saving_advice,closed,2025-08-08,2025-08-14,human_agent
TKT002823,CUST001678,billing_discrepancy,closed,2025-09-08,2025-09-13,human_agent
TKT002824,CUST001678,usage_concern,closed,2025-09-14,2025-09-27,chatbot_automated
TKT002825,CUST001679,energy_saving_advice,in_progress,2025-12-13,,
TKT002826,CUST001679,service_interruption,closed,2025-11-28,2025-12-01,chatbot_automated
TKT002827,CUST001680,billing_discrepancy,closed,2025-10-21,2025-10-24,system_auto_resolved
TKT002828,CUST001681,energy_saving_advice,closed,2025-08-06,2025-08-11,chatbot_automated
TKT002829,CUST001683,usage_concern,closed,2025-08-04,2025-08-13,human_agent
TKT002830,CUST001683,usage_concern,closed,2025-06-26,2025-07-04,human_agent
TKT002831,CUST001685,energy_saving_advice,closed,2025-04-04,2025-04-11,human_agent
TKT002832,CUST001686,billing_discrepancy,open,2025-01-30,,
TKT002833,CUST001686,usage_concern,open,2025-05-17,,
TKT002834,CUST001688,service_interruption,open,2025-11-16,,
TKT002835,CUST001688,usage_concern,closed,2025-01-30,2025-02-12,human_agent
TKT002836,CUST001688,billing_discrepancy,closed,2025-05-23,2025-05-27,human_agent
TKT002837,CUST001689,usage_concern,closed,2025-04-18,2025-04-23,chatbot_automated
TKT002838,CUST001689,billing_discrepancy,open,2025-05-07,,
TKT002839,CUST001689,usage_concern,closed,2025-09-22,2025-10-05,human_agent
TKT002840,CUST001691,energy_saving_advice,closed,2025-10-16,2025-10-17,chatbot_automated
TKT002841,CUST001691,billing_discrepancy,closed,2025-08-30,2025-09-09,chatbot_automated
TKT002842,CUST001691,billing_discrepancy,closed,2025-08-30,2025-09-08,human_agent
TKT002843,CUST001692,billing_discrepancy,closed,2025-06-17,2025-06-28,chatbot_automated
TKT002844,CUST001692,billing_discrepancy,closed,2025-05-31,2025-06-01,human_agent
TKT002845,CUST001694,billing_discrepancy,closed,2025-11-02,2025-11-07,chatbot_automated
TKT002846,CUST001698,energy_saving_advice,in_progress,2025-09-18,,
TKT002847,CUST001699,usage_concern,closed,2025-04-13,2025-04-15,human_agent
TKT002848,CUST001702,usage_concern,in_progress,2025-09-14,,
TKT002849,CUST001704,energy_saving_advice,open,2025-03-13,,
TKT002850,CUST001704,billing_discrepancy,closed,2025-01-23,2025-01-26,human_agent
TKT002851,CUST001704,technical_issue,closed,2025-04-24,2025-05-07,human_agent
TKT002852,CUST001705,account_management,closed,2025-05-06,2025-05-14,chatbot_automated
TKT002853,CUST001705,billing_discrepancy,open,2025-07-15,,
TKT002854,CUST001706,usage_concern,closed,2025-10-19,2025-10-26,human_agent
TKT002855,CUST001707,billing_discrepancy,closed,2025-06-03,2025-06-14,human_agent
TKT002856,CUST001707,billing_discrepancy,closed,2025-08-16,2025-08-28,system_auto_resolved
TKT002857,CUST001708,technical_issue,open,2025-09-26,,
TKT002858,CUST001708,energy_saving_advice,closed,2025-08-26,2025-09-02,human_agent
TKT002859,CUST001708,billing_discrepancy,closed,2025-03-26,2025-03-28,human_agent
TKT002860,CUST001709,usage_concern,closed,2025-10-03,2025-10-14,chatbot_automated
TKT002861,CUST001712,usage_concern,closed,2025-06-17,2025-06-23,chatbot_automated
TKT002862,CUST001712,usage_concern,closed,2025-03-19,2025-03-25,human_agent
TKT002863,CUST001712,usage_concern,closed,2025-03-11,2025-03-13,human_agent
TKT002864,CUST001713,billing_discrepancy,closed,2025-05-21,2025-05-24,system_auto_resolved
TKT002865,CUST001714,energy_saving_advice,closed,2025-10-08,2025-10-10,human_agent
TKT002866,CUST001715,service_interruption,closed,2025-03-25,2025-03-30,human_agent
TKT002867,CUST001717,usage_concern,closed,2025-01-25,2025-02-03,human_agent
TKT002868,CUST001719,energy_saving_advice,closed,2025-02-11,2025-02-24,human_agent
TKT002869,CUST001720,energy_saving_advice,closed,2025-05-04,2025-05-10,human_agent
TKT002870,CUST001721,technical_issue,in_progress,2025-04-22,,
TKT002871,CUST001721,energy_saving_advice,closed,2025-01-20,2025-01-29,chatbot_automated
TKT002872,CUST001721,service_interruption,in_progress,2025-06-18,,
TKT002873,CUST001722,billing_discrepancy,in_progress,2025-09-01,,
TKT002874,CUST001725,billing_discrepancy,closed,2025-05-26,2025-05-27,chatbot_automated
TKT002875,CUST001728,usage_concern,closed,2025-02-22,2025-03-05,human_agent
TKT002876,CUST001729,account_management,closed,2025-11-11,2025-11-16,human_agent
TKT002877,CUST001731,energy_saving_advice,closed,2025-10-18,2025-10-23,human_agent
TKT002878,CUST001731,usage_concern,in_progress,2025-08-15,,
TKT002879,CUST001732,billing_discrepancy,closed,2025-04-05,2025-04-13,chatbot_automated
TKT002880,CUST001732,billing_discrepancy,closed,2025-06-04,2025-06-08,chatbot_automated
TKT002881,CUST001733,billing_discrepancy,closed,2025-08-30,2025-09-11,chatbot_automated
TKT002882,CUST001733,energy_saving_advice,closed,2025-07-15,2025-07-25,system_auto_resolved
TKT002883,CUST001734,usage_concern,closed,2025-07-23,2025-07-30,human_agent
TKT002884,CUST001735,service_interruption,closed,2025-02-27,2025-03-11,human_agent
TKT002885,CUST001735,energy_saving_advice,open,2025-05-21,,
TKT002886,CUST001739,billing_discrepancy,closed,2025-09-13,2025-09-19,human_agent
TKT002887,CUST001743,energy_saving_advice,closed,2025-06-26,2025-06-30,chatbot_automated
TKT002888,CUST001743,billing_discrepancy,closed,2025-02-26,2025-03-07,chatbot_automated
TKT002889,CUST001743,energy_saving_advice,closed,2025-09-09,2025-09-22,human_agent
TKT002890,CUST001745,account_management,closed,2025-06-12,2025-06-25,human_agent
TKT002891,CUST001746,billing_discrepancy,closed,2025-08-15,2025-08-28,human_agent
TKT002892,CUST001748,energy_saving_advice,closed,2025-07-31,2025-08-09,human_agent
TKT002893,CUST001749,technical_issue,closed,2025-06-06,2025-06-12,chatbot_automated
TKT002894,CUST001749,energy_saving_advice,closed,2025-10-06,2025-10-17,chatbot_automated
TKT002895,CUST001750,billing_discrepancy,closed,2025-06-25,2025-06-26,human_agent
TKT002896,CUST001753,energy_saving_advice,closed,2025-05-16,2025-05-20,human_agent
TKT002897,CUST001754,billing_discrepancy,closed,2025-06-19,2025-06-20,human_agent
TKT002898,CUST001754,usage_concern,closed,2025-04-08,2025-04-12,chatbot_automated
TKT002899,CUST001755,energy_saving_advice,closed,2025-09-24,2025-09-28,human_agent
TKT002900,CUST001756,billing_discrepancy,closed,2025-11-22,2025-11-28,human_agent
TKT002901,CUST001757,usage_concern,in_progress,2025-07-07,,
TKT002902,CUST001758,usage_concern,closed,2025-01-12,2025-01-18,human_agent
TKT002903,CUST001758,billing_discrepancy,closed,2025-08-29,2025-08-30,chatbot_automated
TKT002904,CUST001759,service_interruption,closed,2025-04-11,2025-04-17,human_agent
TKT002905,CUST001760,account_management,closed,2025-08-26,2025-09-07,chatbot_automated
TKT002906,CUST001761,energy_saving_advice,closed,2025-03-14,2025-03-17,human_agent
TKT002907,CUST001762,billing_discrepancy,closed,2025-05-05,2025-05-12,human_agent
TKT002908,CUST001764,usage_concern,closed,2025-08-04,2025-08-09,chatbot_automated
TKT002909,CUST001764,billing_discrepancy,open,2025-06-18,,
TKT002910,CUST001765,service_interruption,closed,2025-10-23,2025-11-02,chatbot_automated
TKT002911,CUST001765,billing_discrepancy,closed,2025-10-28,2025-10-29,human_agent
TKT002912,CUST001765,usage_concern,closed,2025-07-04,2025-07-12,human_agent
TKT002913,CUST001768,billing_discrepancy,closed,2025-12-26,2026-01-01,system_auto_resolved
TKT002914,CUST001768,billing_discrepancy,closed,2025-06-09,2025-06-17,human_agent
TKT002915,CUST001768,usage_concern,closed,2025-03-27,2025-04-07,chatbot_automated
TKT002916,CUST001771,technical_issue,closed,2025-04-25,2025-05-08,human_agent
TKT002917,CUST001771,energy_saving_advice,closed,2025-08-16,2025-08-29,chatbot_automated
TKT002918,CUST001772,energy_saving_advice,closed,2025-03-16,2025-03-29,human_agent
TKT002919,CUST001774,usage_concern,closed,2025-09-04,2025-09-15,chatbot_automated
TKT002920,CUST001776,billing_discrepancy,closed,2025-08-21,2025-08-26,chatbot_automated
TKT002921,CUST001779,energy_saving_advice,closed,2025-05-04,2025-05-15,human_agent
TKT002922,CUST001780,service_interruption,open,2025-02-28,,
TKT002923,CUST001781,energy_saving_advice,closed,2025-01-09,2025-01-14,human_agent
TKT002924,CUST001781,usage_concern,closed,2025-12-09,2025-12-12,chatbot_automated
TKT002925,CUST001782,usage_concern,closed,2025-05-27,2025-06-02,human_agent
TKT002926,CUST001782,billing_discrepancy,open,2025-02-08,,
TKT002927,CUST001782,billing_discrepancy,closed,2025-06-08,2025-06-16,chatbot_automated
TKT002928,CUST001784,usage_concern,closed,2025-10-14,2025-10-16,chatbot_automated
TKT002929,CUST001784,energy_saving_advice,closed,2025-12-30,2026-01-04,chatbot_automated
TKT002930,CUST001785,technical_issue,closed,2025-12-01,2025-12-03,human_agent
TKT002931,CUST001785,usage_concern,in_progress,2025-02-19,,
TKT002932,CUST001787,energy_saving_advice,closed,2025-06-15,2025-06-19,chatbot_automated
TKT002933,CUST001788,service_interruption,closed,2025-03-23,2025-03-30,chatbot_automated
TKT002934,CUST001791,billing_discrepancy,closed,2025-10-19,2025-10-22,human_agent
TKT002935,CUST001791,energy_saving_advice,in_progress,2025-03-20,,
TKT002936,CUST001791,account_management,closed,2025-03-23,2025-04-02,human_agent
TKT002937,CUST001794,service_interruption,closed,2025-01-30,2025-02-09,human_agent
TKT002938,CUST001796,energy_saving_advice,closed,2025-04-22,2025-04-23,human_agent
TKT002939,CUST001797,usage_concern,closed,2025-06-28,2025-06-30,chatbot_automated
TKT002940,CUST001798,usage_concern,closed,2025-08-22,2025-08-29,human_agent
TKT002941,CUST001799,billing_discrepancy,open,2025-07-31,,
TKT002942,CUST001799,service_interruption,in_progress,2025-02-07,,
TKT002943,CUST001799,usage_concern,closed,2025-03-22,2025-03-29,chatbot_automated
TKT002944,CUST001802,billing_discrepancy,closed,2025-04-12,2025-04-16,human_agent
TKT002945,CUST001802,energy_saving_advice,closed,2025-02-02,2025-02-12,chatbot_automated
TKT002946,CUST001803,billing_discrepancy,closed,2025-03-13,2025-03-15,human_agent
TKT002947,CUST001803,usage_concern,closed,2025-05-26,2025-06-06,human_agent
TKT002948,CUST001804,usage_concern,closed,2025-07-30,2025-08-06,human_agent
TKT002949,CUST001806,account_management,closed,2025-07-17,2025-07-25,human_agent
TKT002950,CUST001806,usage_concern,closed,2025-06-02,2025-06-12,chatbot_automated
TKT002951,CUST001807,billing_discrepancy,closed,2025-03-04,2025-03-07,human_agent
TKT002952,CUST001807,billing_discrepancy,closed,2025-07-31,2025-08-07,human_agent
TKT002953,CUST001807,account_management,closed,2025-05-16,2025-05-18,human_agent
TKT002954,CUST001808,billing_discrepancy,closed,2025-11-23,2025-11-30,human_agent
TKT002955,CUST001809,usage_concern,closed,2025-05-10,2025-05-18,human_agent
TKT002956,CUST001810,usage_concern,closed,2025-08-31,2025-09-02,human_agent
TKT002957,CUST001811,usage_concern,closed,2025-09-28,2025-10-11,chatbot_automated
TKT002958,CUST001811,billing_discrepancy,closed,2025-01-21,2025-01-29,chatbot_automated
TKT002959,CUST001814,service_interruption,closed,2025-04-17,2025-04-24,chatbot_automated
TKT002960,CUST001815,service_interruption,closed,2025-05-07,2025-05-12,human_agent
TKT002961,CUST001815,billing_discrepancy,closed,2025-08-20,2025-08-23,human_agent
TKT002962,CUST001817,usage_concern,closed,2025-06-13,2025-06-21,system_auto_resolved
TKT002963,CUST001818,energy_saving_advice,open,2025-02-17,,
TKT002964,CUST001819,service_interruption,closed,2025-06-23,2025-07-02,human_agent
TKT002965,CUST001821,billing_discrepancy,in_progress,2025-04-26,,
TKT002966,CUST001822,usage_concern,closed,2025-11-11,2025-11-21,system_auto_resolved
TKT002967,CUST001824,technical_issue,closed,2025-05-14,2025-05-24,chatbot_automated
TKT002968,CUST001825,usage_concern,closed,2025-06-24,2025-06-28,human_agent
TKT002969,CUST001829,usage_concern,closed,2025-05-04,2025-05-17,system_auto_resolved
TKT002970,CUST001829,billing_discrepancy,closed,2025-07-10,2025-07-22,human_agent
TKT002971,CUST001832,energy_saving_advice,in_progress,2025-02-11,,
TKT002972,CUST001832,energy_saving_advice,closed,2025-09-29,2025-10-05,human_agent
TKT002973,CUST001834,usage_concern,closed,2025-04-29,2025-05-06,chatbot_automated
TKT002974,CUST001834,energy_saving_advice,open,2025-11-14,,
TKT002975,CUST001835,technical_issue,closed,2025-06-19,2025-06-24,system_auto_resolved
TKT002976,CUST001837,billing_discrepancy,closed,2025-08-02,2025-08-07,system_auto_resolved
TKT002977,CUST001837,billing_discrepancy,closed,2025-03-04,2025-03-10,chatbot_automated
TKT002978,CUST001838,account_management,closed,2025-09-17,2025-09-19,chatbot_automated
TKT002979,CUST001838,billing_discrepancy,in_progress,2025-09-05,,
TKT002980,CUST001838,billing_discrepancy,closed,2025-08-05,2025-08-11,chatbot_automated
TKT002981,CUST001842,billing_discrepancy,closed,2025-01-30,2025-02-08,human_agent
TKT002982,CUST001842,service_interruption,closed,2025-05-17,2025-05-22,chatbot_automated
TKT002983,CUST001842,billing_discrepancy,closed,2025-08-14,2025-08-26,chatbot_automated
TKT002984,CUST001843,billing_discrepancy,closed,2025-10-11,2025-10-23,human_agent
TKT002985,CUST001844,energy_saving_advice,closed,2025-11-08,2025-11-09,system_auto_resolved
TKT002986,CUST001845,billing_discrepancy,in_progress,2025-01-09,,
TKT002987,CUST001847,usage_concern,closed,2025-06-30,2025-07-07,human_agent
TKT002988,CUST001847,usage_concern,closed,2025-06-23,2025-06-30,chatbot_automated
TKT002989,CUST001847,billing_discrepancy,closed,2025-08-24,2025-09-03,system_auto_resolved
TKT002990,CUST001847,billing_discrepancy,closed,2025-05-22,2025-05-25,chatbot_automated
TKT002991,CUST001848,energy_saving_advice,closed,2025-12-25,2026-01-02,human_agent
TKT002992,CUST001852,energy_saving_advice,closed,2025-08-14,2025-08-24,system_auto_resolved
TKT002993,CUST001852,technical_issue,closed,2025-04-30,2025-05-03,chatbot_automated
TKT002994,CUST001853,billing_discrepancy,closed,2025-06-09,2025-06-13,human_agent
TKT002995,CUST001855,usage_concern,open,2025-08-27,,
TKT002996,CUST001856,billing_discrepancy,closed,2025-11-25,2025-12-06,human_agent
TKT002997,CUST001856,billing_discrepancy,closed,2025-07-27,2025-08-08,chatbot_automated
TKT002998,CUST001858,service_interruption,closed,2025-06-22,2025-07-02,human_agent
TKT002999,CUST001859,billing_discrepancy,closed,2025-09-01,2025-09-13,human_agent
TKT003000,CUST001861,technical_issue,open,2025-06-27,,
TKT003001,CUST001863,energy_saving_advice,in_progress,2025-12-24,,
TKT003002,CUST001863,energy_saving_advice,open,2025-01-20,,
TKT003003,CUST001863,service_interruption,in_progress,2025-10-23,,
TKT003004,CUST001863,service_interruption,closed,2025-02-11,2025-02-12,chatbot_automated
TKT003005,CUST001863,billing_discrepancy,closed,2025-03-29,2025-04-07,human_agent
TKT003006,CUST001865,energy_saving_advice,closed,2025-07-23,2025-08-04,human_agent
TKT003007,CUST001866,billing_discrepancy,closed,2025-07-10,2025-07-22,chatbot_automated
TKT003008,CUST001866,usage_concern,open,2025-07-07,,
TKT003009,CUST001867,billing_discrepancy,closed,2025-03-01,2025-03-13,human_agent
TKT003010,CUST001869,billing_discrepancy,closed,2025-07-12,2025-07-23,human_agent
TKT003011,CUST001870,service_interruption,closed,2025-11-25,2025-12-04,human_agent
TKT003012,CUST001873,service_interruption,closed,2025-08-30,2025-09-05,human_agent
TKT003013,CUST001874,energy_saving_advice,closed,2025-08-12,2025-08-21,human_agent
TKT003014,CUST001874,usage_concern,open,2025-04-28,,
TKT003015,CUST001875,billing_discrepancy,closed,2025-05-24,2025-05-29,human_agent
TKT003016,CUST001876,billing_discrepancy,closed,2025-04-01,2025-04-07,chatbot_automated
TKT003017,CUST001877,service_interruption,closed,2025-10-22,2025-11-03,system_auto_resolved
TKT003018,CUST001877,energy_saving_advice,closed,2025-07-13,2025-07-26,human_agent
TKT003019,CUST001879,usage_concern,closed,2025-05-22,2025-05-28,human_agent
TKT003020,CUST001880,energy_saving_advice,closed,2025-08-04,2025-08-15,human_agent
TKT003021,CUST001880,billing_discrepancy,open,2025-08-03,,
TKT003022,CUST001882,usage_concern,closed,2025-06-13,2025-06-16,chatbot_automated
TKT003023,CUST001882,billing_discrepancy,closed,2025-12-19,2025-12-22,system_auto_resolved
TKT003024,CUST001882,usage_concern,closed,2025-11-27,2025-12-04,chatbot_automated
TKT003025,CUST001883,energy_saving_advice,closed,2026-01-02,2026-01-08,human_agent
TKT003026,CUST001884,billing_discrepancy,closed,2025-05-06,2025-05-09,human_agent
TKT003027,CUST001884,billing_discrepancy,closed,2026-01-04,2026-01-11,chatbot_automated
TKT003028,CUST001885,usage_concern,closed,2025-01-22,2025-01-31,human_agent
TKT003029,CUST001885,energy_saving_advice,closed,2025-05-09,2025-05-22,human_agent
TKT003030,CUST001888,usage_concern,closed,2025-11-07,2025-11-17,human_agent
TKT003031,CUST001889,energy_saving_advice,closed,2025-05-18,2025-05-19,human_agent
TKT003032,CUST001889,service_interruption,closed,2025-01-19,2025-01-22,chatbot_automated
TKT003033,CUST001891,usage_concern,open,2025-07-21,,
TKT003034,CUST001891,service_interruption,closed,2025-05-25,2025-05-31,chatbot_automated
TKT003035,CUST001892,billing_discrepancy,closed,2025-09-04,2025-09-14,human_agent
TKT003036,CUST001892,energy_saving_advice,closed,2025-07-01,2025-07-07,human_agent
TKT003037,CUST001892,service_interruption,in_progress,2025-12-19,,
TKT003038,CUST001896,energy_saving_advice,closed,2025-06-03,2025-06-05,human_agent
TKT003039,CUST001896,usage_concern,closed,2025-10-12,2025-10-16,human_agent
TKT003040,CUST001896,billing_discrepancy,closed,2025-05-18,2025-05-28,chatbot_automated
TKT003041,CUST001898,billing_discrepancy,closed,2025-06-18,2025-06-23,human_agent
TKT003042,CUST001898,energy_saving_advice,in_progress,2025-10-03,,
TKT003043,CUST001900,usage_concern,closed,2025-07-18,2025-07-28,human_agent
TKT003044,CUST001900,energy_saving_advice,closed,2025-12-18,2025-12-19,human_agent
TKT003045,CUST001901,usage_concern,closed,2025-11-26,2025-12-06,chatbot_automated
TKT003046,CUST001903,energy_saving_advice,closed,2025-01-05,2025-01-11,human_agent
TKT003047,CUST001903,usage_concern,closed,2025-11-08,2025-11-10,chatbot_automated
TKT003048,CUST001904,service_interruption,closed,2025-12-05,2025-12-13,system_auto_resolved
TKT003049,CUST001906,energy_saving_advice,closed,2025-05-11,2025-05-19,human_agent
TKT003050,CUST001907,energy_saving_advice,closed,2025-12-08,2025-12-12,human_agent
TKT003051,CUST001908,service_interruption,closed,2025-01-29,2025-02-07,human_agent
TKT003052,CUST001908,billing_discrepancy,closed,2025-05-05,2025-05-16,chatbot_automated
TKT003053,CUST001909,energy_saving_advice,closed,2025-08-24,2025-08-31,chatbot_automated
TKT003054,CUST001909,billing_discrepancy,closed,2025-12-12,2025-12-14,human_agent
TKT003055,CUST001910,usage_concern,closed,2025-05-04,2025-05-12,human_agent
TKT003056,CUST001910,billing_discrepancy,closed,2025-07-11,2025-07-16,human_agent
TKT003057,CUST001910,usage_concern,closed,2026-01-01,2026-01-12,human_agent
TKT003058,CUST001911,service_interruption,closed,2025-07-12,2025-07-21,human_agent
TKT003059,CUST001911,service_interruption,closed,2025-07-23,2025-08-01,chatbot_automated
TKT003060,CUST001912,energy_saving_advice,closed,2025-11-02,2025-11-06,human_agent
TKT003061,CUST001913,billing_discrepancy,closed,2025-09-16,2025-09-18,chatbot_automated
TKT003062,CUST001913,energy_saving_advice,open,2025-12-22,,
TKT003063,CUST001915,billing_discrepancy,closed,2025-09-28,2025-10-06,human_agent
TKT003064,CUST001915,billing_discrepancy,closed,2025-08-15,2025-08-19,human_agent
TKT003065,CUST001916,energy_saving_advice,closed,2025-06-04,2025-06-14,chatbot_automated
TKT003066,CUST001916,billing_discrepancy,closed,2025-07-16,2025-07-20,human_agent
TKT003067,CUST001917,energy_saving_advice,closed,2025-12-27,2025-12-28,human_agent
TKT003068,CUST001917,billing_discrepancy,closed,2025-10-06,2025-10-12,chatbot_automated
TKT003069,CUST001918,service_interruption,closed,2025-09-26,2025-10-02,chatbot_automated
TKT003070,CUST001919,energy_saving_advice,in_progress,2025-10-20,,
TKT003071,CUST001921,billing_discrepancy,closed,2026-01-02,2026-01-06,human_agent
TKT003072,CUST001921,billing_discrepancy,open,2025-10-26,,
TKT003073,CUST001921,billing_discrepancy,closed,2025-09-15,2025-09-25,system_auto_resolved
TKT003074,CUST001924,usage_concern,closed,2025-03-21,2025-03-29,human_agent
TKT003075,CUST001927,usage_concern,closed,2025-07-08,2025-07-18,human_agent
TKT003076,CUST001927,usage_concern,closed,2025-10-28,2025-11-01,chatbot_automated
TKT003077,CUST001928,usage_concern,closed,2025-06-18,2025-06-25,chatbot_automated
TKT003078,CUST001928,usage_concern,closed,2025-09-27,2025-10-05,human_agent
TKT003079,CUST001929,billing_discrepancy,closed,2025-06-06,2025-06-14,human_agent
TKT003080,CUST001929,energy_saving_advice,closed,2025-07-16,2025-07-22,human_agent
TKT003081,CUST001929,billing_discrepancy,closed,2025-04-15,2025-04-22,human_agent
TKT003082,CUST001930,service_interruption,closed,2025-03-30,2025-04-08,system_auto_resolved
TKT003083,CUST001930,service_interruption,closed,2025-10-11,2025-10-15,system_auto_resolved
TKT003084,CUST001931,usage_concern,closed,2025-04-19,2025-04-20,human_agent
TKT003085,CUST001932,energy_saving_advice,closed,2025-11-23,2025-11-25,human_agent
TKT003086,CUST001932,billing_discrepancy,closed,2025-06-14,2025-06-18,chatbot_automated
TKT003087,CUST001932,energy_saving_advice,open,2025-03-05,,
TKT003088,CUST001932,energy_saving_advice,closed,2025-04-04,2025-04-14,chatbot_automated
TKT003089,CUST001933,usage_concern,closed,2025-08-17,2025-08-29,human_agent
TKT003090,CUST001935,service_interruption,in_progress,2025-09-21,,
TKT003091,CUST001936,usage_concern,closed,2025-04-07,2025-04-16,human_agent
TKT003092,CUST001936,usage_concern,closed,2025-04-20,2025-04-22,human_agent
TKT003093,CUST001938,usage_concern,closed,2025-02-12,2025-02-25,chatbot_automated
TKT003094,CUST001939,billing_discrepancy,open,2025-04-03,,
TKT003095,CUST001940,billing_discrepancy,open,2025-12-18,,
TKT003096,CUST001940,billing_discrepancy,closed,2025-02-19,2025-02-25,human_agent
TKT003097,CUST001941,billing_discrepancy,in_progress,2025-01-21,,
TKT003098,CUST001941,billing_discrepancy,closed,2025-07-14,2025-07-17,chatbot_automated
TKT003099,CUST001942,billing_discrepancy,closed,2025-11-20,2025-11-23,human_agent
TKT003100,CUST001943,usage_concern,closed,2025-05-03,2025-05-10,chatbot_automated
TKT003101,CUST001943,billing_discrepancy,closed,2025-03-29,2025-04-07,chatbot_automated
TKT003102,CUST001944,billing_discrepancy,closed,2026-01-01,2026-01-13,chatbot_automated
TKT003103,CUST001945,billing_discrepancy,closed,2025-07-30,2025-08-04,human_agent
TKT003104,CUST001948,usage_concern,closed,2025-05-26,2025-06-02,human_agent
TKT003105,CUST001948,billing_discrepancy,closed,2025-03-06,2025-03-09,human_agent
TKT003106,CUST001949,usage_concern,closed,2025-03-12,2025-03-24,human_agent
TKT003107,CUST001954,usage_concern,closed,2025-12-21,2025-12-22,system_auto_resolved
TKT003108,CUST001954,account_management,open,2025-07-29,,
TKT003109,CUST001954,billing_discrepancy,closed,2025-03-16,2025-03-21,human_agent
TKT003110,CUST001956,energy_saving_advice,closed,2025-12-23,2025-12-31,chatbot_automated
TKT003111,CUST001956,billing_discrepancy,closed,2025-06-13,2025-06-19,human_agent
TKT003112,CUST001957,billing_discrepancy,closed,2025-09-05,2025-09-17,chatbot_automated
TKT003113,CUST001958,energy_saving_advice,closed,2025-08-30,2025-09-12,human_agent
TKT003114,CUST001958,billing_discrepancy,closed,2025-09-13,2025-09-23,chatbot_automated
TKT003115,CUST001958,billing_discrepancy,closed,2025-12-21,2026-01-02,chatbot_automated
TKT003116,CUST001960,energy_saving_advice,closed,2025-07-24,2025-08-06,system_auto_resolved
TKT003117,CUST001960,service_interruption,closed,2025-08-22,2025-08-27,chatbot_automated
TKT003118,CUST001962,technical_issue,in_progress,2025-05-30,,
TKT003119,CUST001963,energy_saving_advice,closed,2025-07-02,2025-07-07,human_agent
TKT003120,CUST001966,usage_concern,closed,2025-09-17,2025-09-24,chatbot_automated
TKT003121,CUST001966,billing_discrepancy,closed,2025-05-03,2025-05-15,human_agent
TKT003122,CUST001967,usage_concern,in_progress,2025-01-31,,
TKT003123,CUST001967,service_interruption,closed,2025-05-03,2025-05-07,human_agent
TKT003124,CUST001967,billing_discrepancy,closed,2025-02-02,2025-02-10,system_auto_resolved
TKT003125,CUST001969,billing_discrepancy,closed,2025-07-25,2025-07-30,human_agent
TKT003126,CUST001969,billing_discrepancy,closed,2025-05-08,2025-05-13,human_agent
TKT003127,CUST001971,billing_discrepancy,closed,2025-08-25,2025-09-04,chatbot_automated
TKT003128,CUST001971,billing_discrepancy,closed,2025-06-09,2025-06-16,human_agent
TKT003129,CUST001972,energy_saving_advice,closed,2025-04-16,2025-04-18,human_agent
TKT003130,CUST001973,billing_discrepancy,in_progress,2025-05-02,,
TKT003131,CUST001975,billing_discrepancy,closed,2025-08-19,2025-08-22,chatbot_automated
TKT003132,CUST001976,service_interruption,open,2025-04-20,,
TKT003133,CUST001978,energy_saving_advice,closed,2025-09-13,2025-09-26,human_agent
TKT003134,CUST001978,service_interruption,closed,2025-07-11,2025-07-17,system_auto_resolved
TKT003135,CUST001979,billing_discrepancy,closed,2025-05-26,2025-05-29,chatbot_automated
TKT003136,CUST001979,billing_discrepancy,closed,2025-03-26,2025-04-04,human_agent
TKT003137,CUST001980,billing_discrepancy,closed,2025-10-16,2025-10-26,chatbot_automated
TKT003138,CUST001981,billing_discrepancy,open,2025-11-07,,
TKT003139,CUST001982,usage_concern,closed,2025-09-10,2025-09-14,system_auto_resolved
TKT003140,CUST001982,billing_discrepancy,closed,2025-12-06,2025-12-12,human_agent
TKT003141,CUST001982,billing_discrepancy,closed,2025-05-24,2025-06-05,human_agent
TKT003142,CUST001983,billing_discrepancy,closed,2025-11-04,2025-11-06,chatbot_automated
TKT003143,CUST001983,billing_discrepancy,closed,2025-06-02,2025-06-09,human_agent
TKT003144,CUST001983,energy_saving_advice,open,2025-01-07,,
TKT003145,CUST001984,service_interruption,closed,2025-06-28,2025-07-01,chatbot_automated
TKT003146,CUST001985,usage_concern,closed,2025-08-24,2025-08-30,human_agent
TKT003147,CUST001985,billing_discrepancy,in_progress,2025-07-28,,
TKT003148,CUST001987,usage_concern,closed,2025-06-21,2025-06-26,chatbot_automated
TKT003149,CUST001988,billing_discrepancy,closed,2025-02-04,2025-02-16,system_auto_resolved
TKT003150,CUST001988,billing_discrepancy,in_progress,2025-08-07,,
TKT003151,CUST001989,usage_concern,closed,2025-08-12,2025-08-21,chatbot_automated
TKT003152,CUST001990,usage_concern,closed,2025-01-13,2025-01-22,human_agent
TKT003153,CUST001991,billing_discrepancy,closed,2025-05-15,2025-05-16,system_auto_resolved
